document_id;source_file;source_link;question;content
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; ) : Wojewódzki Zespół Specjalistyczny Opieki Medycznej Dobrzyńska – Ambulatorium chirurgiczne ( dislocations, fractures, cuts ) Dobrzyńska 21 / 23 50 - 403 Wrocław Main number : + 48 71 774 77 00Registration : + 48 71 774 77 03 to 707 SOR 4. Wojskowy Szpital Kliniczny z Polikliniką SPZOZ Weigla 5 50 - 981 Wrocław Hospital ’ s Emergency Ward : + 48 71 76 60 208, 261 660 130 ( registration, medical triage ) SOR Uniwersytecki Szpital Kliniczny we Wrocławiu Borowska 213 50 - 556 Wrocław Information : + 48 71 733 11 10 7 : 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; Ward : + 48 71 76 60 208, 261 660 130 ( registration, medical triage ) SOR Uniwersytecki Szpital Kliniczny we Wrocławiu Borowska 213 50 - 556 Wrocław Information : + 48 71 733 11 10 7 : 30 – 15 : 00 Hospital ’ s Emergency Ward : + 48 71 733 29 64 SOR Wojewódzki Szpital Specjalistyczny we Wrocławiu Kamieńskiego 73A 51 - 124 Wrocław phone number : + 48 71 32 70 100 SOR Dolnośląski Szpital Specjalistyczny im. T. Marciniaka Fieldorfa 2 50 - 996 Wrocław phone number : + 48 71 306 44 19 Hospital admission point : + 48 71 306 42 21 to 22 Hospital ’ 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; 100 SOR Dolnośląski Szpital Specjalistyczny im. T. Marciniaka Fieldorfa 2 50 - 996 Wrocław phone number : + 48 71 306 44 19 Hospital admission point : + 48 71 306 42 21 to 22 Hospital ’ s Emergency Ward – information / registration : + 48 71 306 43 04 
32;4.txt;https://przybysz.duw.pl/en/faq-frequently-asked-questions/;Can I work in Poland using the residence card obtained in a different country of UE?; Residence card issued by other country belonging to Schengen area entitles you to the stay for touristic purposes in the territory of different member states of the Schengen area ( including Poland ) during the period no longer than 90 days in every 180 days ’ period. The residence card itself does not entitle you to undertake employment. I submitted an application form for the subsequent residence card ( the same employer, the same conditions of employment. ) In order to work legally in the period of waiting for the decision, should I have the work permit or declaration of consignment to work? You should not, provided that the application does not contain any formal deficiencies and you have your stay legalized, e. g. a stamp in passport or valid visa 
32;4.txt;https://przybysz.duw.pl/en/faq-frequently-asked-questions/;Can I work in Poland using the residence card obtained in a different country of UE?;, should I have the work permit or declaration of consignment to work? You should not, provided that the application does not contain any formal deficiencies and you have your stay legalized, e. g. a stamp in passport or valid visa. CAUTION! The work must be done for the employer and within the role determined in the decision. Otherwise, the work will be considered as illegal. 
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?; Temporary residence permit The key to the process of legalising your stay is to submit an application for a residence permit in the period when you are legally staying on the territory of Poland, i. e. within 90 days of the so - called visa - free traffic or within the period of validity of your visa. The application must be submitted, at the latest, on the last day of legal residence on the territory of the Republic of Poland. Time limit is also considered observed, if one submits the application on the last day of their legal stay at the Poczta Polska facility. You can fill in the application form online ( in order to do this you have to register first in the “ Przybysz ” information system, see next 
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?;s the application on the last day of their legal stay at the Poczta Polska facility. You can fill in the application form online ( in order to do this you have to register first in the “ Przybysz ” information system, see next subchapter ) or download the application form from the website ( przybysz. duw. pl / dokumenty - do - pobrania ). After you fill in the application form, you can submit it : in person in the Lower Silesian Provincial Office in Wrocław ( in order to do this you have to register first in the “ Przybysz ” IT system and schedule an appointment : duw. pl / system - rezerwacji - wizyt ). A stamp in your passport made 
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?;esian Provincial Office in Wrocław ( in order to do this you have to register first in the “ Przybysz ” IT system and schedule an appointment : duw. pl / system - rezerwacji - wizyt ). A stamp in your passport made by the office worker shall serve as a confirmation of a correctly submitted and filled in application. by registered mail at the post office – in this variant the proof of sending the registered mail will also serve you as a proof of your legal stay in Poland, hence it is necessary to keep it. As practice shows, when sending an application form by post, make sure that you request for “ receipt acknowledgement ”. By requesting for receipt acknowledgment you have a confirmation of sending the 
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?; Poland, hence it is necessary to keep it. As practice shows, when sending an application form by post, make sure that you request for “ receipt acknowledgement ”. By requesting for receipt acknowledgment you have a confirmation of sending the letter as well as an information that the letter reached its destination. Please send your application form to the following address : Wojewoda DolnośląskiDolnośląski Urząd Wojewódzki we Wrocławiu Wydział Spraw Obywatelskich i Cudzoziemcówpl. Powstańców Warszawy 150 - 153 Wrocław Should you have questions please call the following hotlines : Foreigners : + 48 801 43 00 86 For people calling from abroad : + 48 717 261 585 E - 
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?;skich i Cudzoziemcówpl. Powstańców Warszawy 150 - 153 Wrocław Should you have questions please call the following hotlines : Foreigners : + 48 801 43 00 86 For people calling from abroad : + 48 717 261 585 E - mail address : info @ duw. pl ( EN / PL / RU / UA ) “ Przybysz ” ( “ Newcomer ” ), an Integrated Foreigners Service System The Lower Silesia Province Office has prepared the Integrated System for Foreigners – “ Przybysz ” ( “ Newcomer ” ) ( przybysz. duw. pl ), created in four languages : English, Ukrainian, Russian and Polish. “ Przybysz ” portal works similarly to online banking. 
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?; Foreigners – “ Przybysz ” ( “ Newcomer ” ) ( przybysz. duw. pl ), created in four languages : English, Ukrainian, Russian and Polish. “ Przybysz ” portal works similarly to online banking. Every person registering in the portal receives a login and a password, so that they can control their affairs. The information part of the web portal contains a collection of useful information for migrants, such as information on what regulations apply to foreigners in Poland, how to settle an issue in the office. The operational part of “ Przybysz ” is intended for registered persons. Registration of an account on the Information Portal przybysz. duw. pl, filling in the application form online, 
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?; Poland, how to settle an issue in the office. The operational part of “ Przybysz ” is intended for registered persons. Registration of an account on the Information Portal przybysz. duw. pl, filling in the application form online, then printing it out and submitting it to the office may speed up the processing of your application and will allow you to track the status of your case. Permanent residence permit In Poland, foreigners may also apply for a permanent residence permit. A permanent residence permit is granted to a foreigner for an indefinite period of time at the foreigner ’ s request. As a rule, the basis for applying for this type of residence permit will be having Polish roots or other forms of family ties 
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?;" permanent residence permit is granted to a foreigner for an indefinite period of time at the foreigner ’ s request. As a rule, the basis for applying for this type of residence permit will be having Polish roots or other forms of family ties with a Polish citizen. For example : person of Polish origin who intends to settle on the territory of the Republic of Poland permanently ; holder of a Pole ’ s Card, who intends to settle on the territory of the Republic of Poland on a permanent basis ; is currently a spouse of a Polish citizen, as recognised by the Polish law, who got married and stayed married for at least 3 years before submitting an application for permanent residence permit – as well as has stayed on the territory of "
33;40.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-pobyt-3/;How can I apply for the resident card? What is Przybysz website? When should I submit application for resident card?  How can I get permanent residence permit?;" on a permanent basis ; is currently a spouse of a Polish citizen, as recognised by the Polish law, who got married and stayed married for at least 3 years before submitting an application for permanent residence permit – as well as has stayed on the territory of Poland uninterruptedly for not less than 2 years directly before applying, on a basis of a temporary residence permit granted in connection with being married to a Polish citizen. To find out more about granting permanent residence permits, please visit : przybysz. duw. pl / cudzoziemcy - pobyt / zezwolenia - na - pobyt - staly "
34;41.txt;https://www.wroclawguide.com/en/how-expensive-is-wroclaw/;" How expensive are groceries in Wroclaw? How expensive is living in Wroclaw? What are the costs of renting a single room? What are the costs of renting an apartment? What are the costs of buying a flat? How expensive is culture in Wroclaw? How much does the cinema ticket cost? How expensive is transport in Wroclaw? How much does the tram/bus ticket cost? How much does renting a bike cost?
"; You prefer to use the traditional measurements of price levels, like the most important grocery products? No problem, here our little price map for groceries in Wroclaw : 10 Eggs cost : 5 - 6 PLN 1l Milk cost : 3, 80 PLN 1l Water cost : 2 PLN 1kg Bread cost : 9 - 12 PLN 8 Rolls of Toilet Paper cost : 10 PLN 400g Rice cost : 4 PLN 1kg Pasta cost : 10 PLN 1 Pack of Cigarettes cost : 19 PLN 1l of Wodka cost : 50 PLN Considering moving to Wroclaw? Then you might also be interested in some information about the cost of renting or buying a flat. Here is our little indication on cost of living in Wroclaw. Of course the more you go towards the city centre, 
34;41.txt;https://www.wroclawguide.com/en/how-expensive-is-wroclaw/;" How expensive are groceries in Wroclaw? How expensive is living in Wroclaw? What are the costs of renting a single room? What are the costs of renting an apartment? What are the costs of buying a flat? How expensive is culture in Wroclaw? How much does the cinema ticket cost? How expensive is transport in Wroclaw? How much does the tram/bus ticket cost? How much does renting a bike cost?
"; : 50 PLN Considering moving to Wroclaw? Then you might also be interested in some information about the cost of renting or buying a flat. Here is our little indication on cost of living in Wroclaw. Of course the more you go towards the city centre, the more expensive it is going to be … But it might give you a very first and rough indication. Monthly rent single room cost : 1000 - 1200 PLN Monthly rent studio apartment cost : 1700 - 2300 PLN Monthly rent 2 - room - flat cost : 2200 - 3200 PLN Buying a flat per sqm cost : 9. 000 - 16. 000 PLN 15GB of mobile internet cost : 30 PLN Culture is generally very affordable for everyone in Wroclaw. There are really numerous ( many even free ) 
34;41.txt;https://www.wroclawguide.com/en/how-expensive-is-wroclaw/;" How expensive are groceries in Wroclaw? How expensive is living in Wroclaw? What are the costs of renting a single room? What are the costs of renting an apartment? What are the costs of buying a flat? How expensive is culture in Wroclaw? How much does the cinema ticket cost? How expensive is transport in Wroclaw? How much does the tram/bus ticket cost? How much does renting a bike cost?
"; cost : 2200 - 3200 PLN Buying a flat per sqm cost : 9. 000 - 16. 000 PLN 15GB of mobile internet cost : 30 PLN Culture is generally very affordable for everyone in Wroclaw. There are really numerous ( many even free ) cultural events going on in the city at all time ( yeah, except during pandemic times ). Here the overview about some cultural options and the current prices : 1 Cinema Ticket cost : 15 + PLN 1 Museum Entrance cost : 10 + PLN 1 Aquapark Day Ticket cost : 60 PLN 2 Hours City Tour cost : 80 - 100 PLN 1 Hour Boat Trip cost : 15 - 40 PLN The coolest book about Wroclaw cost : 74, 99 PLN The cost for transportation is fairly cheap in Wroclaw and 
34;41.txt;https://www.wroclawguide.com/en/how-expensive-is-wroclaw/;" How expensive are groceries in Wroclaw? How expensive is living in Wroclaw? What are the costs of renting a single room? What are the costs of renting an apartment? What are the costs of buying a flat? How expensive is culture in Wroclaw? How much does the cinema ticket cost? How expensive is transport in Wroclaw? How much does the tram/bus ticket cost? How much does renting a bike cost?
"; Aquapark Day Ticket cost : 60 PLN 2 Hours City Tour cost : 80 - 100 PLN 1 Hour Boat Trip cost : 15 - 40 PLN The coolest book about Wroclaw cost : 74, 99 PLN The cost for transportation is fairly cheap in Wroclaw and Poland generally – compared to other European countries. More information about best deals and options how to travel to Wroclaw are available here in our special post. For more information on transport in the city, here is how to get around within Wroclaw by public transport and all other options. 15 Min ticket for bus & tram cost : 3, 20 PLN Uber Ride cost : 6, 50 PLN pickup + 1, 70 PLN per km Bike Rental cost : 20 Min free, up to one hour 2 PLN, 
34;41.txt;https://www.wroclawguide.com/en/how-expensive-is-wroclaw/;" How expensive are groceries in Wroclaw? How expensive is living in Wroclaw? What are the costs of renting a single room? What are the costs of renting an apartment? What are the costs of buying a flat? How expensive is culture in Wroclaw? How much does the cinema ticket cost? How expensive is transport in Wroclaw? How much does the tram/bus ticket cost? How much does renting a bike cost?
"; transport and all other options. 15 Min ticket for bus & tram cost : 3, 20 PLN Uber Ride cost : 6, 50 PLN pickup + 1, 70 PLN per km Bike Rental cost : 20 Min free, up to one hour 2 PLN, every additional hour 4 PLN Taxi cost : 10 PLN pickup + 2, 50 PLN per km Train from / to Warsaw cost : from 73 PLN Scooters cost : 2 PLN + 0, 5 PLN per km 1l Gasoline ( 95 ) cost : 5, 30 PLN 
35;42.txt;https://www.wroclawguide.com/en/more-than-just-bus-and-tram-all-about-public-transport-in-wroclaw/; How to buy a ticket for a bus/tram in Wroclaw? Can I buy a ticket inside the bus? Is there any application for transportation?; Still we recommend you to use the local application for bus and tram schedules in Wroclaw. It is called „ Jakdojade “ and also available in English. Jakdojade will tell you the best how to get from A to B by public transport in Wroclaw, we promise you. You find the look and feel in the screenshot. The first option to buy a ticket is to find a little kiosk or ticket machine outside and buy the ticket there. But not at all stops one of those will be available. Buy tram ticket in wroclaw That is why we suggest to buy a ticket on the tram / bus directly. BUT there is one catch. You cannot buy the tickets from the driver and there is also no traditional ticket machine you know 
35;42.txt;https://www.wroclawguide.com/en/more-than-just-bus-and-tram-all-about-public-transport-in-wroclaw/; How to buy a ticket for a bus/tram in Wroclaw? Can I buy a ticket inside the bus? Is there any application for transportation?; be available. Buy tram ticket in wroclaw That is why we suggest to buy a ticket on the tram / bus directly. BUT there is one catch. You cannot buy the tickets from the driver and there is also no traditional ticket machine you know from anywhere else. There are just little screens as in the picture here. You can buy the tickets only with a contactless credit card on the tram / bus! If you do not have one yet, we recommend the free N26 card to pay in Poland. You can order it from home, no need to go to any office for validation and the process takes less than 10 Minutes. But the best part is that there are no charges for paying in PLN, the real daily exchange rate 
35;42.txt;https://www.wroclawguide.com/en/more-than-just-bus-and-tram-all-about-public-transport-in-wroclaw/; How to buy a ticket for a bus/tram in Wroclaw? Can I buy a ticket inside the bus? Is there any application for transportation?; to pay in Poland. You can order it from home, no need to go to any office for validation and the process takes less than 10 Minutes. But the best part is that there are no charges for paying in PLN, the real daily exchange rate will be used. Alternatively also Revolut is a good choice which many of our friends are using – click here for more information. And there is another important information. After paying for your ticket you might expect the paper ticket to come out. But nope, nothing will happen. And that is very right so. Everything is paperless and when you see the confirmation on the display, just have a seat and enjoy the ride. In case of a ticket control you will show your credit card 
35;42.txt;https://www.wroclawguide.com/en/more-than-just-bus-and-tram-all-about-public-transport-in-wroclaw/; How to buy a ticket for a bus/tram in Wroclaw? Can I buy a ticket inside the bus? Is there any application for transportation?; But nope, nothing will happen. And that is very right so. Everything is paperless and when you see the confirmation on the display, just have a seat and enjoy the ride. In case of a ticket control you will show your credit card and your purchase will be validated. We are getting to reveal our secret on how to buy a cheap ticket for the tram and bus in Wroclaw. In the standard screen of the ticket machines, you will see the basic ticket for 4, 60 PLN. Just touch the button for „ more options “ and suddenly you will find a 15 minutes ticket! 15 minutes is sufficient for most cases and the fare with only 3, 20 PLN is very cheap and much better than the regular choice. One 
35;42.txt;https://www.wroclawguide.com/en/more-than-just-bus-and-tram-all-about-public-transport-in-wroclaw/; How to buy a ticket for a bus/tram in Wroclaw? Can I buy a ticket inside the bus? Is there any application for transportation?; 60 PLN. Just touch the button for „ more options “ and suddenly you will find a 15 minutes ticket! 15 minutes is sufficient for most cases and the fare with only 3, 20 PLN is very cheap and much better than the regular choice. One of our favourite options to get around with public transport in Wroclaw is actually the citybike system. As in the main part of Wroclaw almost everything is within walkable distance, the bike is a good choice to stay active and arrive a bit faster. The advantage of the citybikes in Wroclaw is that the rental and return area is really huge. Even very remote parts of the city are connected and it is possible to return the citybike almost everywhere. In addition, the first 20 minutes are 
35;42.txt;https://www.wroclawguide.com/en/more-than-just-bus-and-tram-all-about-public-transport-in-wroclaw/; How to buy a ticket for a bus/tram in Wroclaw? Can I buy a ticket inside the bus? Is there any application for transportation?;. The advantage of the citybikes in Wroclaw is that the rental and return area is really huge. Even very remote parts of the city are connected and it is possible to return the citybike almost everywhere. In addition, the first 20 minutes are always for free! And let us be honest, normally you don ‘ t ride more than 20 minutes if it is just about getting to your destination. After the first 20 minutes you just pay 2 PLN up to one hour and 4 PLN for every additional hour. You find regular bike stations but another great thing about the Wroclaw bike rental system is that you actually can return them everywhere. There is no need to return them to a station, but you pay 5 PLN for this „ anywhere return “ 
35;42.txt;https://www.wroclawguide.com/en/more-than-just-bus-and-tram-all-about-public-transport-in-wroclaw/; How to buy a ticket for a bus/tram in Wroclaw? Can I buy a ticket inside the bus? Is there any application for transportation?; every additional hour. You find regular bike stations but another great thing about the Wroclaw bike rental system is that you actually can return them everywhere. There is no need to return them to a station, but you pay 5 PLN for this „ anywhere return “. On the other hand, you will also get a credit of 3 PLN if you take a bike not from a station but return it to one. During summer time this is an amazing way to cycle to a beach bar and just leave the bike there. Actually we have cycled to the airport and just left the bike in front of the terminal. Everything is possible with citybikes! Another important information to add : If you already have a citybike account like nextbike from another country 
35;42.txt;https://www.wroclawguide.com/en/more-than-just-bus-and-tram-all-about-public-transport-in-wroclaw/; How to buy a ticket for a bus/tram in Wroclaw? Can I buy a ticket inside the bus? Is there any application for transportation?; bike there. Actually we have cycled to the airport and just left the bike in front of the terminal. Everything is possible with citybikes! Another important information to add : If you already have a citybike account like nextbike from another country, you can use the same one and do not need to sign up again! 
36;43.txt;https://www.wroclaw.pl/en/day-and-round-the-clock-pharmacies;Which pharmacies operate at night? Are there any 24horus pharmacies in Wrocław?; Between 10 and 20 24 - hour pharmacies operate in Wroclaw. Pharmacies on duty are located in each of the city's districts and work 24 / 7. Pharmacies on duty are also open on Sundays and public holidays. At night pharmacies usually conduct sales through a small window. If the door is closed, you need to call a pharmacist on duty with a buzzer. List of night pharmacies : Twoja Apteka przy Borowskiej, Borowska 188a, Wrocław, + 48 71 336 25 01, + 48 502 309 006 Dom Leków, gen. Józefa Piłsudskiego 12, Wrocław, + 48 71 347 97 47 Apteka „ Nasza Apteka ”, Piastowska 20 - 22, Wrocław, + 48 71 
36;43.txt;https://www.wroclaw.pl/en/day-and-round-the-clock-pharmacies;Which pharmacies operate at night? Are there any 24horus pharmacies in Wrocław?; 336 25 01, + 48 502 309 006 Dom Leków, gen. Józefa Piłsudskiego 12, Wrocław, + 48 71 347 97 47 Apteka „ Nasza Apteka ”, Piastowska 20 - 22, Wrocław, + 48 71 328 285 8 Apteka Przy Weigla, Weigla 10, Wrocław, + 48 71 790 38 70, + 48 509 749 296 Apteka DGA 11, Świeradowska 51 / 57, Wrocław, + 48 71 336 87 13 Apteka św. Wincentego, św. Wincentego 39 - 41, Wrocław, + 48 71 322 39 35 Apteka przy pl. Hirszfelda, pl. Hirszfelda 14a, Wrocław, + 48 71 338 
36;43.txt;https://www.wroclaw.pl/en/day-and-round-the-clock-pharmacies;Which pharmacies operate at night? Are there any 24horus pharmacies in Wrocław?; 13 Apteka św. Wincentego, św. Wincentego 39 - 41, Wrocław, + 48 71 322 39 35 Apteka przy pl. Hirszfelda, pl. Hirszfelda 14a, Wrocław, + 48 71 338 12 42 Apteka Pod Lwami, pl. Jana Pawła II 7a, Wrocław, + 48 71 343 67 24 Apteka Nova, Rogowska 52, Wrocław, + 48 71 781 27 35 Apteka Niezłe Ziółko, Krzywoustego 314 - 316, Wrocław, + 48 71 781 27 35 Dr. Max przy Bezpiecznej, Bezpieczna 6, Wrocław, + 48 71 327 40 60, + 48 667 669 868 Apteka Katedralna, 
36;43.txt;https://www.wroclaw.pl/en/day-and-round-the-clock-pharmacies;Which pharmacies operate at night? Are there any 24horus pharmacies in Wrocław?; Krzywoustego 314 - 316, Wrocław, + 48 71 781 27 35 Dr. Max przy Bezpiecznej, Bezpieczna 6, Wrocław, + 48 71 327 40 60, + 48 667 669 868 Apteka Katedralna, Sienkiewicza 54 / 5, Wrocław, + 48 71 322 73 15 
37;44.txt;http://archiwalna.udsc.gov.pl/en/cudzoziemcy/obywatele-panstw-trzecich/chce-pracowac-w-polsce/;How can I work legally in Poland? ; A foreigner coming to Poland in order to perform work should ensure their stay is legal. On the other hand, the employer of a foreigner shall obtain documents entitling the foreigner to perform work in Poland and conditioning issuing a visa to them or a temporary residence permit for that purpose. The employer also has the obligation to store copies of documents confirming legal stay of the foreigner in Poland. As a rule, foreigners can be entitled perform work in Poland if they : stay legally and have a work permit, unless not required, or have temporary residence and work permit or a temporary residence permit in order to perform work in a profession requiring high qualifications. Note : A foreigner cannot perform work in Poland, if staying on the 
37;44.txt;http://archiwalna.udsc.gov.pl/en/cudzoziemcy/obywatele-panstw-trzecich/chce-pracowac-w-polsce/;How can I work legally in Poland? ;" legally and have a work permit, unless not required, or have temporary residence and work permit or a temporary residence permit in order to perform work in a profession requiring high qualifications. Note : A foreigner cannot perform work in Poland, if staying on the basis of : a visa issued for the purpose of tourism, arrival for humanitarian reasons, due to interest of a state or international responsibilities ; a permit for temporary stay granted on the basis of Article 181, passage 1 of the Act of 12 December 2013 on foreigners, i. e., owing to the circumstances requiring a short - term stay of a foreigner on the territory of Poland. The obligation to obtain a work permit for a foreigner A work permit is a decision of the "
37;44.txt;http://archiwalna.udsc.gov.pl/en/cudzoziemcy/obywatele-panstw-trzecich/chce-pracowac-w-polsce/;How can I work legally in Poland? ; 2013 on foreigners, i. e., owing to the circumstances requiring a short - term stay of a foreigner on the territory of Poland. The obligation to obtain a work permit for a foreigner A work permit is a decision of the competent authority entitling a foreigner staying in Poland legally to work under the conditions specified in the content of the permit. The document is issued at the request of the entity delegating work performance to a foreigner by the competent Voivode due to his place of business or place of domicile. A work permit in Poland is not required including when the foreigner : has the status of a family member of a EU / EEA / Switzerland citizen, is a recipient of international protection in Poland ( has 
37;44.txt;http://archiwalna.udsc.gov.pl/en/cudzoziemcy/obywatele-panstw-trzecich/chce-pracowac-w-polsce/;How can I work legally in Poland? ; to his place of business or place of domicile. A work permit in Poland is not required including when the foreigner : has the status of a family member of a EU / EEA / Switzerland citizen, is a recipient of international protection in Poland ( has the status of a refugee, or is a recipient of subsidiary protection ), has a permanent residence permit in the Republic of Poland, has a residence permit for EU long - term resident in the Republic of Poland, has a residence permit for humanitarian reasons, has a permit for a tolerated stay in the Republic of Poland, is a spouse of a Polish citizen with a temporary residence permit on the territory of the Republic of Poland given as a result of marriage, has a temporary residence permit in order 
37;44.txt;http://archiwalna.udsc.gov.pl/en/cudzoziemcy/obywatele-panstw-trzecich/chce-pracowac-w-polsce/;How can I work legally in Poland? ; reasons, has a permit for a tolerated stay in the Republic of Poland, is a spouse of a Polish citizen with a temporary residence permit on the territory of the Republic of Poland given as a result of marriage, has a temporary residence permit in order to join the family, permit for residence of in order to receive higher education, has a valid Pole Card, is a graduate from a Polish upper - secondary school, full - time studies or full - time doctoral courses at Polish universities / colleges. 
38;45.txt;http://archiwalna.udsc.gov.pl/en/cudzoziemcy/obywatele-panstw-trzecich/karta-pobytu/informacje-o-dokumencie/;What is a residence card? Can I travel to different countries with resident card?; The residence card, within its validity period, confirms foreigner ’ s identity during their stay on the territory of the Republic of Poland, and authorizes them, along with a travel document, to cross the border multiple times without the need to obtain visa. Additionally, the residence card is a residence document which, apart from a valid Polish national visa, shall authorize its holder, to travels within the territories of other member states of the Schengen area for the period not exceeding 90 days within each 180 - day period, if the foreigner : has a valid travel document, is able to justify the purpose and conditions of the planned residence and has sufficient measures of subsistence or a possibility of obtaining them in accordance with the law, 
38;45.txt;http://archiwalna.udsc.gov.pl/en/cudzoziemcy/obywatele-panstw-trzecich/karta-pobytu/informacje-o-dokumencie/;What is a residence card? Can I travel to different countries with resident card?; within each 180 - day period, if the foreigner : has a valid travel document, is able to justify the purpose and conditions of the planned residence and has sufficient measures of subsistence or a possibility of obtaining them in accordance with the law, as well as is not considered to be a threat to public policy, internal security, public health or the international relations of any member states, and in particular no alert has been issued in Member States ’ national data bases for the purposes of refusing entry on the same grounds. In addition, the foreigner ’ s data should not be present in the national list of alerts of the member state concerned. 
39;46.txt;http://archiwalna.udsc.gov.pl/faqudsc/en/refugee-procedure/can-i-obtain-the-information-whether-my-document-is-ready-to-be-collected-or-about-formal-irregularities-in-my-application-for-issuance-of-exchange-of-the-document-by-phone/;Can I obtain the information whether my document is ready to be collected by phone?; No, in such cases, in accordance with a valid Regulation concerning personal data, employees of the Office may not provide by phone the information concerning the given person. In order to obtain such information it is necessary to come in person or send a letter via post. 
40;47.txt;http://archiwalna.udsc.gov.pl/faqudsc/en/refugee-procedure/what-documents-should-be-attached-to-the-application-for-a-residence-card/;What documents should be attached to the application for a residence card?; The application for exchange of a resident card should be accompanied by two current photos, confirmation of payment for issuing of a residence card in the amount of PLN 50 and a current certificate of a registered residence for the period of minimum 2 months. 
41;48.txt;http://archiwalna.udsc.gov.pl/faqudsc/en/legality-of-residence/within-what-time-should-i-leave-poland-if-i-am-refused-a-permit-for-residence/;How fast should I leave Poland if I am refused a permit for residence?;" You need to leave without delay, within up to 30 days from the effective date of the Province Governor ’ s decision or from the date of serving on you the decision of the Head of the Office for Foreigners ( after the appellate procedure ). The decision may : – Refuse to extend your Schengen or Polish visa ; – Refuse to grant you a permit for temporary residence ; – Refuse to grant you a permit for permanent residence ; – Refuse to grant you permit for residence of a long - term EU resident ; or – Terminate proceedings in any of these cases. "
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?; What documents do I have to submit ( according to permit types )? Please familiarize with the work permit types below and choose a permit type applicable to you. Work permit A - for foreigners working in the Republic of Poland on a contract basis with an entity which is headquartered, has a branch, place of residence, facility, or another form business within the territory of the Republic of Poland. Work permit B - for foreigners : holding a post on the board of a legal entity entered in to the commercial register or being a limited company, in an organization or in relation to managing a limited or a limited joint - stock partnership as a general partner or due to having been appointed proxy rights for a period of at least 6 months within 
42;49.txt;https://przybysz.duw.pl/en/foreigners-work/work-permit/;How can I make an application for a work permit? What are the fees for the work permit? What is a work permit type A/B/C/D/E?; entered in to the commercial register or being a limited company, in an organization or in relation to managing a limited or a limited joint - stock partnership as a general partner or due to having been appointed proxy rights for a period of at least 6 months within the last 12 subsequent months. Work permit C - for foreigners who are employed by an employer abroad, who delegates them to the Republic of Poland for periods longer than 30 days in a calendar year to a branch or facility of the foreign entity or an entity related to the foreign employer, as understood by the provisions of the Act of 26 July 1991 on Personal Income Tax ( Journal of Laws of 2016, item 2032, as amended ) Work permit D - for foreigners who work 
